@relation unknow
@attribute Sintoma1 real [0.01, 0.97]
@attribute Sintoma2 integer [0, 1]
@attribute Sintoma3 integer [0, 1]
@attribute Sintoma4 integer [0, 1]
@attribute Sintoma5 integer [0, 1]
@attribute Sintoma6 integer [0, 1]
@attribute Sintoma7 integer [0, 1]
@attribute Sintoma8 integer [0, 1]
@attribute Sintoma9 integer [0, 1]
@attribute Sintoma10 integer [0, 1]
@attribute Sintoma11 integer [0, 1]
@attribute Sintoma12 integer [0, 1]
@attribute Sintoma13 integer [0, 1]
@attribute Sintoma14 integer [0, 1]
@attribute Sintoma15 integer [0, 1]
@attribute Sintoma16 integer [0, 1]
@attribute Sintoma17 real [0.0, 0.53]
@attribute Sintoma18 real [5.0E-4, 0.18]
@attribute Sintoma19 real [0.0020, 0.6]
@attribute Sintoma20 real [0.017, 0.233]
@attribute Sintoma21 real [0.0020, 0.642]
@attribute class {1, 2, 3}
@inputs Sintoma1, Sintoma2, Sintoma3, Sintoma4, Sintoma5, Sintoma6, Sintoma7, Sintoma8, Sintoma9, Sintoma10, Sintoma11, Sintoma12, Sintoma13, Sintoma14, Sintoma15, Sintoma16, Sintoma17, Sintoma18, Sintoma19, Sintoma20, Sintoma21
@outputs class
@data
0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.0E-4, 0.023, 0.124, 0.104, 0.118, 3
0.18, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0E-4, 0.0208, 0.12, 0.112, 0.107, 3
0.46, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.0E-4, 0.0208, 0.108, 0.091, 0.119, 3
0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0E-4, 0.031, 0.129, 0.099, 0.13003, 3
0.92, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3.0E-4, 0.0206, 0.11118, 0.099, 0.11207, 3
0.46, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0011, 0.029, 0.125, 0.102, 0.122, 3
0.44, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00189, 0.0206, 0.118, 0.095, 0.124, 3
0.68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.026, 0.0030, 0.0060, 0.08, 0.0076, 1
0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0016, 0.018, 0.107, 0.111, 0.097, 3
0.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.0E-4, 0.034, 0.189, 0.135, 0.14, 3
0.56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0E-5, 0.0206, 0.23, 0.104, 0.217, 3
0.83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0019, 0.026, 0.119, 0.122, 0.097, 3
0.69, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3.0E-4, 0.026, 0.089, 0.11, 0.081, 3
0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00189, 0.0206, 0.11118, 0.099, 0.11207, 3
0.56, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0054, 0.017, 0.104, 0.101, 0.103, 3
0.39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00189, 0.0206, 0.11118, 0.099, 0.11207, 3
0.51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.00189, 0.026, 0.11118, 0.099, 0.11207, 3
0.89, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.0E-4, 0.024, 0.105, 0.095, 0.11, 3
0.62, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.0040, 0.01, 0.1, 0.01, 1
0.49, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00208, 0.013, 0.12, 0.143, 0.083, 3
0.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0014, 0.014, 0.115, 0.097, 0.118, 3
0.22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0E-4, 0.029, 0.107, 0.101, 0.106, 3
0.74, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0016, 0.0208, 0.12, 0.098, 0.122, 3
0.44, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5E-4, 0.0206, 0.106, 0.102, 0.105, 3
0.73, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00189, 0.027, 0.087, 0.107, 0.081, 3
0.38, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0E-4, 0.028, 0.146, 0.11, 0.133, 3
0.74, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0010, 0.0208, 0.077, 0.091, 0.084, 3
0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0025, 0.022, 0.099, 0.104, 0.096, 3
0.42, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0076, 0.023, 0.131, 0.115, 0.113, 3
0.59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0041, 0.031, 0.11, 0.104, 0.104, 3
0.3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0E-4, 0.022, 0.124, 0.131, 0.095, 3
0.31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0E-4, 0.025, 0.165, 0.09, 0.184, 3
0.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.7E-4, 0.023, 0.083, 0.089, 0.094, 3
0.84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.00189, 0.0206, 0.088, 0.087, 0.1, 3
0.19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0090, 0.0174, 0.095, 0.087, 0.11, 2
0.12, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0E-5, 0.023, 0.152, 0.08, 0.19, 3
0.36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00189, 0.02, 0.096, 0.086, 0.112, 3
0.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0023, 0.025, 0.121, 0.129, 0.094, 3
0.83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0029, 0.0206, 0.085, 0.065, 0.131, 3
0.25, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.00189, 0.022, 0.113, 0.108, 0.105, 3
0.67, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0E-5, 0.0206, 0.124, 0.104, 0.119, 3
0.66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6.0E-5, 0.02, 0.153, 0.099, 0.154, 3
